person,state,district,vote,name,party
412647,NY,4,Nay,"Rep. Kathleen Rice [D, 2015-2022]",Democrat
412648,NY,21,Yea,"Rep. Elise Stefanik [R, 2015-2022]",Republican
412649,NY,24,Nay,"Rep. John Katko [R, 2015-2022]",Republican
412650,OK,5,Yea,"Rep. Steve Russell [R, 2015-2018]",Republican
412651,PA,6,Yea,"Rep. Ryan Costello [R, 2015-2018]",Republican
412652,PA,13,Nay,"Rep. Brendan Boyle [D, 2015-2018]",Democrat
412653,TX,4,Yea,"Rep. John Ratcliffe [R, 2015-2020]",Republican
412654,TX,23,Yea,"Rep. Will Hurd [R, 2015-2020]",Republican
412655,TX,36,Yea,"Rep. Brian Babin [R, 2015-2022]",Republican
412656,UT,4,Yea,"Rep. Mia Love [R, 2015-2018]",Republican
412657,VA,8,Nay,"Rep. Donald Beyer Jr. [D, 2015-2022]",Democrat
412658,VA,10,Yea,"Rep. Barbara Comstock [R, 2015-2018]",Republican
412660,WA,4,Yea,"Rep. Dan Newhouse [R, 2015-2022]",Republican
412661,WI,6,Yea,"Rep. Glenn Grothman [R, 2015-2022]",Republican
412662,WV,2,Yea,"Rep. Alexander Mooney [R, 2015-2022]",Republican
412663,WV,3,Yea,"Rep. Evan Jenkins [R, 2015-2018]",Republican
412670,NC,6,Yea,"Rep. Mark Walker [R, 2015-2020]",Republican
412672,NY,11,Yea,"Rep. Daniel Donovan Jr. [R, 2015-2018]",Republican
412673,MS,1,Yea,"Rep. Trent Kelly [R, 2015-2022]",Republican
412674,IL,18,Yea,"Rep. Darin LaHood [R, 2015-2022]",Republican
412675,OH,8,Yea,"Rep. Warren Davidson [R, 2016-2022]",Republican
412676,KY,1,Yea,"Rep. James Comer [R, 2016-2022]",Republican
412677,PA,2,Nay,"Rep. Dwight Evans [D, 2016-2018]",Democrat
412682,AZ,1,Nay,"Rep. Tom O’Halleran [D, 2017-2022]",Democrat
412683,AZ,5,Nay,"Rep. Andy Biggs [R, 2017-2022]",Republican
412684,CA,17,Nay,"Rep. Ro Khanna [D, 2017-2022]",Democrat
412685,CA,20,Nay,"Rep. Jimmy Panetta [D, 2017-2022]",Democrat
412686,CA,24,Nay,"Rep. Salud Carbajal [D, 2017-2022]",Democrat
412687,CA,44,Nay,"Rep. Nanette Barragán [D, 2017-2022]",Democrat
412688,CA,46,Nay,"Rep. Luis Correa [D, 2017-2022]",Democrat
412689,DE,0,Nay,"Rep. Lisa Blunt Rochester [D, 2017-2022]",Democrat
412690,FL,1,Yea,"Rep. Matt Gaetz [R, 2017-2022]",Republican
412691,FL,2,Yea,"Rep. Neal Dunn [R, 2017-2022]",Republican
412692,FL,4,Yea,"Rep. John Rutherford [R, 2017-2022]",Republican
412693,FL,5,Nay,"Rep. Al Lawson Jr. [D, 2017-2022]",Democrat
412694,FL,7,Nay,"Rep. Stephanie Murphy [D, 2017-2022]",Democrat
412695,FL,9,Nay,"Rep. Darren Soto [D, 2017-2022]",Democrat
412696,FL,10,Nay,"Rep. Val Demings [D, 2017-2022]",Democrat
412697,FL,13,Nay,"Rep. Charlie Crist [D, 2017-2022]",Democrat
412698,FL,18,Yea,"Rep. Brian Mast [R, 2017-2022]",Republican
412699,FL,19,Yea,"Rep. Francis Rooney [R, 2017-2020]",Republican
412700,GA,3,Yea,"Rep. Drew Ferguson IV [R, 2017-2022]",Republican
412701,IL,8,Nay,"Rep. Raja Krishnamoorthi [D, 2017-2022]",Democrat
412702,IN,3,Yea,"Rep. Jim Banks [R, 2017-2022]",Republican
412703,IN,9,Nay,"Rep. Trey Hollingsworth [R, 2017-2022]",Republican
412704,KS,1,Yea,"Rep. Roger Marshall [R, 2017-2020]",Republican
412705,LA,3,Yea,"Rep. Clay Higgins [R, 2017-2022]",Republican
412706,LA,4,Yea,"Rep. Mike Johnson [R, 2017-2022]",Republican
412707,MD,4,Nay,"Rep. Anthony Brown [D, 2017-2022]",Democrat
412708,MD,8,Nay,"Rep. Jamie Raskin [D, 2017-2022]",Democrat
412709,MI,1,Not Voting,"Rep. Jack Bergman [R, 2017-2022]",Republican
412710,MI,10,Yea,"Rep. Paul Mitchell [R, 2017-2020]",Republican
412711,MN,2,Yea,"Rep. Jason Lewis [R, 2017-2018]",Republican
412712,NC,13,Yea,"Rep. Ted Budd [R, 2017-2022]",Republican
412713,NE,2,Yea,"Rep. Don Bacon [R, 2017-2022]",Republican
412714,NJ,5,Nay,"Rep. Josh Gottheimer [D, 2017-2022]",Democrat
412715,NV,3,Nay,"Rep. Jacky Rosen [D, 2017-2018]",Democrat
412716,NV,4,Nay,"Rep. Ruben Kihuen [D, 2017-2018]",Democrat
412717,NY,3,Nay,"Rep. Thomas Suozzi [D, 2017-2022]",Democrat
412718,NY,13,Nay,"Rep. Adriano Espaillat [D, 2017-2022]",Democrat
412719,NY,19,Yea,"Rep. John Faso [R, 2017-2018]",Republican
412720,NY,22,Yea,"Rep. Claudia Tenney [R, 2017-2018]",Republican
412721,PA,8,Nay,"Rep. Brian Fitzpatrick [R, 2017-2018]",Republican
412722,PA,16,Yea,"Rep. Lloyd Smucker [R, 2017-2018]",Republican
412724,TN,8,Yea,"Rep. David Kustoff [R, 2017-2022]",Republican
412725,TX,15,Nay,"Rep. Vicente Gonzalez [D, 2017-2022]",Democrat
412726,TX,19,Yea,"Rep. Jodey Arrington [R, 2017-2022]",Republican
412727,VA,2,Yea,"Rep. Scott Taylor [R, 2017-2018]",Republican
412728,VA,4,Nay,"Rep. Donald McEachin [D, 2017-2022]",Democrat
412729,VA,5,Nay,"Rep. Thomas Garrett [R, 2017-2018]",Republican
412730,WA,7,Nay,"Rep. Pramila Jayapal [D, 2017-2022]",Democrat
412731,WI,8,Yea,"Rep. Mike Gallagher [R, 2017-2022]",Republican
412732,WY,0,Yea,"Rep. Liz Cheney [R, 2017-2022]",Republican
412735,KS,4,Yea,"Rep. Ron Estes [R, 2017-2022]",Republican
412736,MT,0,Yea,"Rep. Greg Gianforte [R, 2017-2020]",Republican
412737,GA,6,Yea,"Rep. Karen Handel [R, 2017-2018]",Republican
412738,SC,5,Yea,"Rep. Ralph Norman [R, 2017-2022]",Republican
412739,CA,34,Nay,"Rep. Jimmy Gomez [D, 2017-2022]",Democrat
412740,UT,3,Yea,"Rep. John Curtis [R, 2017-2022]",Republican
412744,PA,18,Nay,"Rep. Conor Lamb [D, 2018-2018]",Democrat
412745,AZ,8,Yea,"Rep. Debbie Lesko [R, 2018-2022]",Republican
412746,TX,27,Yea,"Rep. Michael Cloud [R, 2018-2022]",Republican
